ID,Name,Shopping List Name,Nährwerte pro 100g,Kilokalorien,Kilojoule,Protein,Fett,Kohlenhydrate,davon Zucker,Ballaststoffe,Fettsäuren pro 100g,Gesättigte Fettsäuren,Einfach ungesättigte Fettsäuren,Mehrfach ungesättigte Fettsäuren,Cholesterin,Vitamine pro 100g,Vitamin A,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Vitamin B1,Vitamin B2,Vitamin B6,Vitamin B12,Biotin,Folsäure,Niacin,Panthotensäure,Mineralstoffe pro 100g,Calcium [Ca],Chlor [Cl],Kalium [K],Magnesium [Mg],Natrium [Na],Phosphor [P],Schwefel [S],Spurenelemente pro 100g,Kupfer [Cu],Eisen [Fe],Fluor [F],Mangan [Mn],Jod [J],Zink [Zn],Aminosäuren pro 100g,Alanin,Arginin,Aspargin,Asparginsäure,Cystein,Glutamin,Glutaminsäure,Glycerin,Histidin,Isoleucin,weitere Aminosäuren,Leucin,Lysin,Methionin,Phenylalanin,Prolin,Serin,Threonin,Tryptophan,Tyrosin,Valin,Compatible with vegetarian,Compatible with vegan,Compatible with pescetarian,Compatible with Paleo,Compatible with lactose intolerance,Compatible with fructose intolerance,Compatible with histamine intolerance,Compatible with gluten intolerance,Compatible with glutamat intolerance,Compatible with saccharose intolerance,Compatible with peanut intolerance,Compatible with almond intolerance,Compatible with haselnut intolerance,Compatible with walnut intolerance,Compatible with cashew intolerance,Compatible with pecan nut intolerance,Compatible with Brazil nut intolerance,Compatible with pistachio intolerance,Compatible with banana intolerance,Compatible with avocade intolerance,Compatible with apple intolerance,Compatible with kiwi fruit intolerance,Compatible with melon intolerance,Compatible with papaya intolerance,Compatible with peach intolerance,Compatible with strawberry intolerance,Is snack,Is fatburner,Price level,Synonym of,Exchangeable with (1:n),Food Category,Shopping List Category,Source
83,Hühnerbrühe/- boullion gekörnt,Hühnerbrühe/- boullion gekörnt,,152,634,"16,8","4,1",11,1,0,0,"1,8",2,"0,1",0,0,0,0,0,"0,1",0,"0,2","0,3",0,0,0,0,3,0,0,228,38850,520,49,25250,714,216,0,724,2180,31,91,3,196,0,1331,1038,976,1261,54,1454,1877,1844,374,429,0,743,849,220,479,1557,672,571,67,306,728,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Hühnerbrühe,Fleischbrühe,Fleisch,Fleisch & Fisch,lexolino
84,Hühnerei Eiklar,Hühnerei Eiklar,,47,196,"10,4","0,2","0,6","0,7",0,0,"0,1","0,1",0,0,0,0,"0,3",0,0,0,0,"0,3",0,0,0,0,"0,1","0,1",0,10,167,142,13,163,21,164,0,142,206,83,39,6,20,0,683,690,13,1010,253,5,1239,354,242,576,0,1009,679,409,659,373,780,468,154,484,776,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Hühnerei Eiklar,0,Eier,Fleisch & Fisch,lexolino
85,Hüttenkäse Magerstufe,Hüttenkäse Magerstufe,,83,346,"13,6","1,5","3,4",0,0,0,"0,9","0,4",0,0,0,0,0,0,0,0,0,"0,2","0,1",0,0,0,"0,1","0,3",0,67,539,91,6,376,137,100,0,18,151,17,1,11,428,0,341,470,42,751,66,153,2697,226,413,747,0,1323,988,300,588,1566,720,550,176,643,806,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Hüttenkäse,0,Käse & Käsezubereitungen,Milchprodukte,lexolino
86,Ingwer,Ingwer,,295,1236,"7,9","3,4",57,"51,4",6,0,1,"0,7","0,7",0,0,0,0,0,0,0,0,"0,2",1,0,0,0,"5,4","1,2",0,96,38,946,129,36,132,143,0,455,11290,400,10300,5,4956,0,123,182,2180,880,33,1621,654,178,121,232,0,302,223,54,168,182,196,149,48,86,306,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,3,Ingwer,0,Gemüse,Gemüse,lexolino
87,Ingwerpulver,Ingwerpulver,,347,1452,"9,1",6,"70,8",,,,,,,,,"0,15",7,,,,"0,04","0,18","0,84",,,,,,,116,,1343,184,,148,,,500,11500,,26500,,4700,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,3,Ingwerpulver,0,Gemüse,Gemüse,
88,Jod-Salz,Jod-Salz,,0,0,0,0,0,,0,,,,,0,,0,0,0,0,,0,0,0,0,,0,0,0,,10,59800,4,1,39200,8,,,"0,3",,,2500,"0,05",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,Jod-Salz,Meersalz,Gewürze & Kräuter,Gewürze & Kräuter,lexolino
89,Joghurt,Joghurt,,34,141,"4,3","0,1","3,8",1,0,0,"0,1",0,0,0,0,0,"0,9",0,0,0,0,"0,2","0,1",0,0,0,"0,1","0,3",0,132,116,184,12,54,100,38,0,11,51,17,4,8,437,0,142,136,32,313,37,76,731,86,116,277,0,367,290,103,210,455,216,181,56,190,243,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,Joghurt,0,Milch & Milchprodukte,Milchprodukte,lexolino
90,Kaffeesahne,Kaffeesahne,,217,908,"2,8","20,5","3,5",0,0,0,"12,3","6,5","0,7","0,1",0,"0,2","0,9",0,"0,5",0,0,"0,2",0,0,0,0,"0,1","0,4",0,99,69,133,12,42,83,26,0,23,135,10,4,11,316,0,86,87,27,213,23,17,568,58,71,152,0,282,199,59,128,263,149,120,38,134,176,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Kaffeesahne,0,Milch & Milchprodukte,Milchprodukte,lexolino
91,Kakaopulver,Kakaopulver,,392,1641,"5,9","6,1","76,6",0,"6,5",0,"3,5","2,2","0,2",0,0,0,0,0,"0,2",0,"0,1",0,0,0,0,0,"0,5","0,4",0,32,138,447,138,270,198,198,0,1166,2304,92,1860,2,1729,0,203,282,729,451,85,1267,784,189,70,149,0,238,150,65,180,247,240,180,63,114,254,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Kakaopulver,0,Nüsse & Samen,Sonstiges,lexolino
92,Kapern,Kapern,,431,1803,6,"18,9","56,7","39,1","8,9",0,"5,5",7,"2,6",0,0,"0,1",0,0,0,0,"0,1","0,3",0,0,0,0,"1,5",0,0,774,208,1133,265,223,112,95,0,519,6048,412,8075,5,2024,0,315,218,563,630,61,844,945,156,84,235,0,360,300,78,164,250,171,193,63,130,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Kapern,0,Gemüse,Gemüse,lexolino
93,Kichererbsen,Kichererbsen,,137,572,"7,6","2,8","19,5",1,"5,1",0,"0,5","0,2","1,6",0,0,"0,1","25,3",0,"2,7",0,"0,3","0,1","0,2",0,0,0,"2,2","0,8",0,58,36,55,53,20,88,49,0,320,3068,28,1222,4,1334,0,352,565,196,878,90,250,1116,300,195,449,0,524,474,89,342,324,402,316,73,266,374,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Kichererbsen,0,Gemüse,Gemüse,lexolino
94,Knoblauch gegart,Knoblauch gegart,,124,519,"6,4","0,1","23,8","17,6",2,0,0,0,"0,1",0,0,0,"7,3",0,0,"0,4","0,1","0,1","0,3",0,0,0,"0,5","0,1",0,40,34,293,24,16,154,55,0,272,1358,50,476,2,828,0,126,627,639,481,64,1146,863,193,124,244,0,363,276,113,197,88,200,186,82,71,315,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Knoblauch,0,Gemüse,Gemüse,lexolino
95,Knoblauchpulver,Knoblauchpulver,,290,1220,9,4,54,6,,,2,,,,,,,,,,,,,,,,,,,,,,,8800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Knoblauch,0,Gewürze & Kräuter,Gewürze & Kräuter,
96,Knoblauchzehe,Knoblauchzehe,,143,600,"6,6","0,1","28,4","22,5","1,9",0,0,0,"0,1",0,0,0,"13,4",0,0,"0,3","0,2","0,1","0,4",0,0,0,"0,7","0,1",0,39,33,482,37,19,122,46,0,283,1470,52,492,2,1090,0,127,586,859,478,56,1437,800,171,110,212,0,350,274,95,176,88,165,167,67,80,297,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Knoblauch,0,Gemüse,Gemüse,lexolino
97,Kohlrabi,Kohlrabi,,24,101,"2,2","0,1","3,6","2,2","1,5",0,0,0,"0,1",0,0,0,"62,7",0,"0,4",0,0,0,"0,1",0,0,0,"1,9","0,1",0,69,55,410,44,34,50,47,0,128,945,10,127,1,263,0,88,135,114,192,10,187,317,71,45,81,0,91,90,20,60,354,103,63,20,39,80,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,Kohlrabi,0,Gemüse,Gemüse,lexolino
98,Kohlrabi gegart,Kohlrabi gegart,,21,86,2,"0,1","2,8","1,9","1,6",0,0,0,"0,1",0,0,0,"31,4",0,"0,4",0,0,0,"0,1",0,0,0,"1,1","0,1",0,75,55,193,26,16,46,50,0,132,792,10,133,1,196,0,95,109,86,178,10,151,313,67,38,74,0,93,75,19,51,357,102,57,21,40,79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,Kohlrabi,0,Gemüse,Gemüse,lexolino
99,Kokosfett,Kokosfett,,945,3954,"0,8",101,0,0,0,0,"87,6","6,2","1,3",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,1,0,0,2,20,0,0,0,0,0,39,106,13,68,15,28,151,38,16,35,0,63,28,14,32,33,39,25,7,22,44,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Kokosfett,"Olivenöl,Rapsöl,Sesamöl,Sonnenblumenöl",Fette & Speiseöle,Sonstiges,lexolino
100,Kokosflocken,Kokosflocken,,364,1525,1,"9,5",67,"13,4","2,1",0,"8,2","0,5","0,2",0,0,0,"0,5",0,"0,2",0,0,0,0,0,0,0,"0,1","0,1",0,10,40,129,11,48,25,20,0,109,997,16,337,0,229,0,52,119,42,105,16,6,205,44,18,50,0,72,42,16,40,43,47,34,8,30,51,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Kokosflocken,0,Gemüse,Gemüse,lexolino
101,Kokosmilch,Kokosmilch,,24,102,"0,3","0,4","4,8","0,1",0,0,"0,4",0,0,0,0,0,"2,1",0,0,0,0,0,0,0,0,0,"0,1","0,1",0,25,193,294,31,46,28,25,0,240,105,0,384,0,93,0,13,32,3,25,4,7,55,12,5,13,0,19,9,4,10,10,13,8,2,7,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,Kokosmilch,0,Getränke,Sonstiges,lexolino
102,Kokosöl,Kokosöl,,858,3592,0,95,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,6","0,13",,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Kokosöl,"Olivenöl,Rapsöl,Sesamöl,Sonnenblumenöl,Kokosfett,Butter,Magarine",Fette & Speiseöle,Sonstiges,http://fddb.info/db/de/lebensmittel/new_world_gourmet_kokosoel/index.html
103,Koriander,Koriander,,332,1388,"12,4","18,9","25,9","24,3","30,9",0,1,"14,6","1,8",0,0,0,0,0,0,0,"0,2","0,3","0,2",0,0,0,"2,3","0,5",0,706,65,1181,314,35,404,109,0,999,17626,50,1805,5,4747,0,789,586,1130,1823,119,1118,1805,511,175,346,0,657,620,188,404,447,506,326,123,236,491,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Koriander,0,Gewürze & Kräuter,Gewürze & Kräuter,lexolino
104,Krabben,Krabben,,85,356,"16,9","1,5","0,7",0,0,0,"0,2","0,3","0,5","0,1",0,0,2,0,"3,8",0,"0,1",0,"0,1",0,0,0,"3,2","0,4",0,91,91,285,62,136,211,318,0,298,1918,154,30,131,2344,0,1277,1446,14,1879,171,39,2751,1127,290,765,0,1477,1423,482,686,744,822,843,190,684,770,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,3,Krabben,0,Schalentiere & Krustentiere,Tiefgekühltes,lexolino
105,"Kräuter (TK, italienisch)","Kräuter (TK, italienisch)",,269,1132,10,4,47,25,,,0,,,,,,,,,,,,,,,,,,,,,,,5627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Kräuter,0,Gewürze & Kräuter,Gewürze & Kräuter,
106,Kräuter der Provence,Kräuter der Provence,,200,850,11,4,30,12,,,1,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Kräuter,0,Gewürze & Kräuter,Gewürze & Kräuter,
107,Kräuterquark (40% Fett),Kräuterquark (40% Fett),,139,582,"7,8",10,"4,5",4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Kräuterquark,Quark,Milch & Milchprodukte,Milchprodukte,http://fddb.info/db/de/lebensmittel/milbona_kraeuterquark_56975/index.html
108,Kräutersalz,Kräutersalz,,21,86,"1,2","0,2","3,4","2,6","1,7",0,0,0,"0,1",0,0,0,"2,5",0,"0,3",0,0,0,0,0,0,0,"0,1",0,0,231,53460,184,131,35451,156,196,0,168,843,70,424,49,402,0,36,37,186,198,7,157,167,36,20,33,0,52,45,10,33,32,36,35,16,17,48,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Kräutersalz,0,Gewürze & Kräuter,Gewürze & Kräuter,lexolino
109,Kresse,Kresse,,37,153,4,"1,5","1,6","1,4",3,0,"0,2","0,1","0,9",0,0,"0,3","57,2",0,"0,7","0,6","0,2","0,2","0,3",0,0,0,"1,9","0,2",0,231,107,517,42,5,39,218,0,135,2726,26,354,2,164,0,196,206,364,374,4,421,433,174,84,171,0,251,236,64,181,184,154,168,39,108,220,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Kresse,0,Gewürze & Kräuter,Gewürze & Kräuter,lexolino
110,Kreuzkümmel,Kreuzkümmel,,411,1720,"17,1","22,1","33,3",0,10,0,"0,9","10,8","4,6",0,0,"0,1",0,0,0,0,"0,6","0,4","0,2",0,0,0,"3,6","0,5",0,1028,56,1380,374,152,556,108,0,1303,71070,55,2940,5,4578,0,896,1671,29,1675,338,19,3626,852,438,868,0,1186,699,359,833,733,885,667,246,610,932,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Kreuzkümmel,0,Gewürze & Kräuter,Gewürze & Kräuter,lexolino
111,Kuhmilch entrahmt,Kuhmilch (entrahmt),,33,140,"3,4","0,1","4,6",0,0,0,"0,1",0,0,0,0,0,"1,1",0,0,0,0,"0,2",0,0,0,0,"0,1","0,3",0,115,100,153,12,50,109,31,0,11,62,18,5,8,424,0,114,126,21,251,29,0,675,73,86,214,0,298,229,88,158,319,187,145,48,169,226,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Kuhmilch,Mandelmilch,Milch & Milchprodukte,Milchprodukte,lexolino
112,Kümmel,Kümmel,,354,1482,"18,6","14,9","34,3",0,"11,6",0,"0,6","7,4","3,5",0,0,0,0,0,0,0,"0,4","0,4","0,2",0,0,0,"3,6","0,5",0,960,62,1283,283,18,536,101,0,1039,17366,49,2550,5,5460,0,1005,1859,42,1806,372,44,3992,999,524,938,0,1346,748,445,944,899,984,770,294,594,1016,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Kümmel,0,Gewürze & Kräuter,Gewürze & Kräuter,lexolino
113,Kürbiskern,Kürbiskern,,593,2481,"23,4","47,7","13,2",0,"8,6",0,"9,5","11,2","24,8",0,0,0,"0,2",0,"3,8",0,"0,2","0,3","0,1",0,0,0,"1,7","0,6",0,38,74,871,402,18,896,163,0,1581,11357,86,910,12,7100,0,940,3268,44,2018,260,12,3933,1552,539,1074,0,1734,1687,445,1049,863,888,779,381,913,1802,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Kürbiskern,Sonnenblumenkerne,Nüsse & Samen,Sonstiges,lexolino
114,Kürbiskernöl,Kürbiskernöl,,917,3836,0,"98,4",0,0,0,0,"22,1","21,5",50,0,0,0,0,0,"3,9",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Kürbiskernöl,"Olivenöl,Rapsöl,Sesamöl,Sonnenblumenöl,Butter,Magarine",Fette & Speiseöle,Sonstiges,lexolino
115,Lachs,Lachs,,131,549,"17,7","6,4",0,0,0,0,"1,6","2,4","1,7",0,0,0,0,0,"2,4",0,"0,2","0,2","0,9",0,0,0,8,"1,1",0,12,58,341,31,52,263,167,0,214,1080,29,21,31,736,0,1249,1181,8,1929,177,30,2744,862,459,812,0,1378,1797,511,678,734,804,861,195,601,897,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Lachs,"Fisch gegart,Lachs geräuchert,Lachsfilet,Seelachs",Fisch,Fleisch & Fisch,lexolino
116,Lachs geräuchert,Lachs (geräuchert),,140,587,"19,5","6,6",0,0,0,0,"1,6","2,4","1,8",0,0,0,0,0,"2,1",0,"0,1","0,1","0,6",0,0,0,"5,7","0,8",0,13,68,335,28,52,252,187,0,195,975,31,24,36,820,0,1297,1261,315,2042,199,415,2683,896,536,888,0,1397,1776,546,718,696,976,955,187,629,1063,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Lachs,"Lachs,Fisch gegart,Lachsfilet,Seelachs",Fisch,Fleisch & Fisch,lexolino
117,Lachsfilet,Lachsfilet,,135,560,19,6,"0,75","0,75",0,,"1,75",,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Lachs,"Lachs,Lachs geräuchert,Fisch gegart,Seelachs",Fisch,Fleisch & Fisch,
118,Lauch,Lauch,,23,96,"2,4","0,3","2,5","1,5","2,3",0,"0,1",0,"0,2",0,0,"0,2","11,4",0,"0,6","0,2","0,1",0,"0,2",0,0,0,"0,4","0,1",0,85,23,124,12,4,49,56,0,62,772,11,178,1,261,0,97,117,282,173,12,516,316,73,33,72,0,115,108,26,59,73,71,80,17,35,92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Lauch,0,Gemüse,Gemüse,lexolino
119,Leinsamen,Leinsamen,,371,1554,"22,9","29,9",0,0,"32,2",0,"3,3",6,"19,1",0,0,"0,1",0,0,3,0,"0,3","0,5","0,9",0,0,0,"1,2","0,9",0,239,57,465,364,0,640,164,0,432,8282,73,1260,10,1620,0,1144,2416,32,2294,450,40,5026,1458,507,1032,0,1484,1028,508,1305,1044,1256,1054,378,635,1407,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Leinsamen,0,"Getreideprodukte, Nährmittel, Backwaren",Gewürze & Kräuter,lexolino
120,Leinsamen geschrotet,Leinsamen,,385,1611,"26,3","29,8",0,0,"35,5",0,"3,1","5,8","19,5",0,0,"0,1",0,0,"1,5",0,"0,2","0,4","0,6",0,0,0,"0,8","0,5",0,241,60,463,388,0,719,167,0,411,8847,83,1294,10,1649,0,1203,2460,447,2288,486,1020,5215,1454,474,1062,0,1733,911,527,1279,933,1266,904,439,723,1501,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Leinsamen,0,"Getreideprodukte, Nährmittel, Backwaren",Gewürze & Kräuter,lexolino
121,Liebstöckel,Liebstöckel,,44,183,"3,6","0,8","5,5","4,4","3,1",0,"0,1",0,"0,4",0,0,"0,7",41,0,"1,1","0,3","0,1","0,1","0,1",0,0,0,1,"0,2",0,140,65,364,29,19,51,75,0,126,1980,49,475,4,1212,0,172,132,328,361,36,521,572,100,56,133,0,216,166,45,108,141,112,128,36,71,137,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Liebstöckel,0,Gewürze & Kräuter,Gewürze & Kräuter,lexolino
122,Limette,Limette,,31,129,"0,5","2,4","1,7","1,6",1,0,"0,4","0,4","1,1",0,0,0,"39,6",0,"0,4",0,0,0,"0,1",0,0,0,"0,2","0,2",0,12,5,75,14,2,10,9,0,70,208,10,40,0,106,0,32,32,35,71,7,28,58,51,7,13,0,14,26,7,19,28,13,7,3,10,19,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Limette,0,Obst,Obst,lexolino
123,Lorbeerblatt,Lorbeerblatt,,299,1252,"7,5","8,3","47,1","37,7",25,0,"2,3","1,7","2,3",0,0,"0,6",0,0,0,0,0,"0,4",0,0,0,0,"1,8",0,0,805,194,545,118,25,113,105,0,382,39560,388,7790,5,3552,0,414,307,776,806,69,1032,1072,215,113,283,0,451,357,86,210,325,210,261,70,163,304,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,3,Lorbeerblatt,0,Gewürze & Kräuter,Gewürze & Kräuter,lexolino
124,Magermilch,Magermilch,,42,177,"4,2","0,3","5,7",0,0,0,"0,1","0,1",0,0,0,0,"1,5",0,0,0,0,"0,2","0,1",0,0,0,"0,1","0,4",0,152,106,171,16,54,102,30,0,7,64,11,5,5,428,0,136,127,66,296,31,169,764,77,101,228,0,394,284,84,178,365,192,156,53,189,268,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Magermilch,0,Milch & Milchprodukte,Milchprodukte,lexolino
