ID,Name,Shopping List Name,Nährwerte pro 100g,Kilokalorien,Kilojoule,Protein,Fett,Kohlenhydrate,davon Zucker,Ballaststoffe,Fettsäuren pro 100g,Gesättigte Fettsäuren,Einfach ungesättigte Fettsäuren,Mehrfach ungesättigte Fettsäuren,Cholesterin,Vitamine pro 100g,Vitamin A,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Vitamin B1,Vitamin B2,Vitamin B6,Vitamin B12,Biotin,Folsäure,Niacin,Panthotensäure,Mineralstoffe pro 100g,Calcium [Ca],Chlor [Cl],Kalium [K],Magnesium [Mg],Natrium [Na],Phosphor [P],Schwefel [S],Spurenelemente pro 100g,Kupfer [Cu],Eisen [Fe],Fluor [F],Mangan [Mn],Jod [J],Zink [Zn],Aminosäuren pro 100g,Alanin,Arginin,Aspargin,Asparginsäure,Cystein,Glutamin,Glutaminsäure,Glycerin,Histidin,Isoleucin,weitere Aminosäuren,Leucin,Lysin,Methionin,Phenylalanin,Prolin,Serin,Threonin,Tryptophan,Tyrosin,Valin,Compatible with vegetarian,Compatible with vegan,Compatible with pescetarian,Compatible with Paleo,Compatible with lactose intolerance,Compatible with fructose intolerance,Compatible with histamine intolerance,Compatible with gluten intolerance,Compatible with glutamat intolerance,Compatible with saccharose intolerance,Compatible with peanut intolerance,Compatible with almond intolerance,Compatible with haselnut intolerance,Compatible with walnut intolerance,Compatible with cashew intolerance,Compatible with pecan nut intolerance,Compatible with Brazil nut intolerance,Compatible with pistachio intolerance,Compatible with banana intolerance,Compatible with avocade intolerance,Compatible with apple intolerance,Compatible with kiwi fruit intolerance,Compatible with melon intolerance,Compatible with papaya intolerance,Compatible with peach intolerance,Compatible with strawberry intolerance,Is snack,Is fatburner,Price level,Synonym of,Exchangeable with (1:n),Food Category,Shopping List Category,Source
125,Mais,Mais,,353,1477,"8,2","3,8","69,8","0,1","8,8",0,"0,5","1,4","1,4",0,0,"0,2",0,0,"2,1",0,"0,3","0,2","0,4",0,0,0,"1,4","0,6",0,14,12,300,116,6,241,78,0,206,1590,59,490,2,2675,0,622,382,8,497,136,22,1712,301,249,316,0,972,240,156,410,790,389,279,58,299,431,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Mais,0,Gemüse,Gemüse,lexolino
126,Majoran,Majoran,,46,193,"2,1","1,1","6,8","5,1","2,7",0,"0,2","0,1","0,6",0,0,"0,1",0,0,0,0,0,"0,1",0,0,0,0,"0,7",0,0,328,30,246,56,12,47,15,0,174,12973,69,856,1,582,0,96,81,221,205,20,333,309,55,33,79,0,117,106,26,58,84,66,66,22,42,76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,3,Majoran,0,Gewürze & Kräuter,Gewürze & Kräuter,lexolino
127,Mandelmilch,Mandelmilch,,45,188,"0,9","2,2","5,4",3,"0,8",,,,,,,"0,21",,,,,57,153,,,,,,,,200,,200,60,,200,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,Mandelmilch,Kuhmilch entrahmt,Nüsse & Samen,Sonstiges,http://fddb.info/db/de/lebensmittel/ecomil_mandelmilch/index.html
128,Mandelmus,Mandelmus,,663,2773,"14,2","56,5","19,3",0,"1,4",0,"4,6","37,4","11,6",0,0,0,"0,5",0,"5,3",0,"0,1","0,6","0,1",0,0,0,"2,9","0,3",0,270,4,735,309,6,423,153,0,824,3515,81,1881,1,2568,0,657,1741,20,1553,236,17,3607,791,368,527,0,960,379,192,745,761,525,452,125,476,807,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Mandelmus,Cashewmus,Nüsse & Samen,Sonstiges,lexolino
129,Mandeln,Mandeln,,619,2588,"18,5","56,7","3,6",0,"16,1",0,"4,2","39,4","10,7",0,0,0,"0,8",0,"28,2",0,"0,2","0,6","0,2",0,0,0,"4,1","0,6",0,250,37,835,218,5,441,141,0,850,3800,86,1976,2,2889,0,749,2406,4,1872,291,45,4520,1002,457,683,0,1279,540,239,885,907,658,482,141,527,936,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Mandeln,0,Nüsse & Samen,Sonstiges,lexolino
130,Mango,Mango,,55,231,"0,6","0,4",12,"3,2","1,8",0,"0,1","0,2","0,1",0,0,"0,5","37,2",0,"0,9",0,0,0,"0,1",0,0,0,"0,6","0,2",0,12,5,179,20,5,13,13,0,121,424,10,29,1,40,0,59,20,39,47,0,57,69,26,15,21,0,38,45,6,18,19,24,24,11,12,32,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,Mango,0,Obst,Obst,lexolino
131,Mangold,Mangold,,23,96,"2,2","0,3","2,7","2,1","2,6",0,"0,1",0,"0,2",0,0,"0,6","42,1",0,"1,6","0,4","0,1","0,2","0,1",0,0,0,"0,6","0,2",0,96,97,391,74,86,43,21,0,73,2673,65,279,1,353,0,112,91,187,190,21,218,222,109,47,80,0,166,122,34,108,100,81,98,29,63,137,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Mangold,0,Gemüse,Gemüse,lexolino
132,Mascarpone,Mascarpone,,455,1870,"7,6",47,0,0,0,0,"29,2","15,2","1,6",141,,332,0,"0,28",1,,"0,01","0,22","0,04",0,,11,"0,1",0,,68,0,53,0,86,97,,,"0,2",,,29,"0,4",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,3,Mascarpone,0,Milch & Milchprodukte,Milchprodukte,
133,Mayonnaise,Mayonnaise,,724,3027,"1,4","76,1","2,1",0,0,0,"33,4","28,3","10,4","0,2",0,"0,1",0,0,7,"0,1",0,0,0,0,0,0,"0,2",1,0,19,530,24,5,524,47,20,0,32,576,10,19,6,154,0,85,95,45,127,30,30,179,46,35,92,0,136,106,45,77,58,111,75,24,65,108,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Mayonnaise,0,Milch & Milchprodukte,Milchprodukte,lexolino
134,"Meeresfrüchte (gemischt), TK)","Meeresfrüchte (gemischt), TK)",,68,283,12,2,1,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Meeresfrüchte,0,Schalentiere & Krustentiere,Tiefgekühltes,
135,Meersalz,Meersalz,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,55800,54,37,34580,1,21,0,132,3090,437,192,2120,70,0,0,0,13,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,Meersalz,Jod-Salz,Gewürze & Kräuter,Gewürze & Kräuter,lexolino
136,Mehl,Mehl,,361,1511,"10,6","1,1","75,9","0,1","4,1",0,"0,1","0,1","0,5",0,0,0,0,0,"0,3",0,"0,1",0,"0,2",0,0,0,"0,7","0,2",0,15,49,113,20,2,80,106,0,170,1400,50,576,0,1132,0,282,370,72,408,218,618,3507,370,181,346,0,700,203,125,432,1220,490,262,95,265,420,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Mehl,"Weizenmehl,Dinkelmehl","Getreideprodukte, Nährmittel, Backwaren",Backwaren,lexolino
137,Mineralwasser,Mineralwasser,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,4,1,12,13,0,1,0,4,0,20,3,0,7,0,0,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Mineralwasser,0,Getränke,Getränke,lexolino
138,Miso,Miso,,124,519,11,"6,3",5,0,"9,9",0,"0,8","1,1",4,0,0,0,0,0,"0,8",0,"0,1","0,1","0,3",0,0,0,"1,2","0,5",0,73,4644,314,118,3127,284,74,0,46,1649,31,1428,3,500,0,509,566,372,1143,149,569,1752,504,250,454,0,758,526,135,502,779,657,379,94,415,512,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,3,Miso,0,Hülsenfrüchte,Sonstiges,lexolino
139,Möhre (Karotte),Möhre (Karotte),,40,160,"0,8","0,3","6,6","6,4","2,6",,"0,05","0,02","0,12",0,,790,7,0,"0,5",,"0,1","0,05","0,16",0,,30,"0,6","0,2",,"31,3",59,163,"8,44","28,2","26,2",,,,"0,18",,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Möhre/Karotte,0,Gemüse,Gemüse,
140,Mozzarella,Mozzarella,,250,1045,"17,7","19,1",0,0,0,0,"11,8","5,7","0,5",0,0,"0,3",0,0,"0,6",0,0,"0,3","0,1",0,0,0,"0,3","0,4",0,407,707,152,20,535,297,212,0,48,268,55,21,14,1547,0,554,715,37,1284,102,39,3822,321,665,891,0,1587,1676,485,857,1696,1047,672,242,948,1011,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,Mozzarella,0,Käse & Käsezubereitungen,Milchprodukte,lexolino
141,Muskatnuss,Muskatnuss,,529,2213,"5,6","36,3","41,4","2,2","4,4",0,"25,2","3,5","0,3",0,0,0,0,0,0,0,"0,4","0,1","0,2",0,0,0,"1,2","0,5",0,194,58,371,175,17,227,99,0,958,3090,54,2929,5,2156,0,237,646,12,529,644,37,1133,273,118,183,0,291,202,67,173,288,226,173,69,208,224,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,Muskatnuss,0,Nüsse & Samen,Sonstiges,lexolino
142,Oliven,Oliven,,136,569,"1,5","13,2","1,8",0,"2,3",0,2,"9,1","1,4",0,0,"0,1",0,0,2,0,0,"0,1",0,0,0,0,"0,5",0,0,95,3306,45,19,2100,16,39,0,263,1488,31,59,4,149,0,67,127,27,138,27,63,316,66,39,62,0,98,55,30,60,59,62,50,22,42,80,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,3,Oliven,0,Gemüse,Gemüse,lexolino
143,Oliven grün,Oliven (grün),,140,586,"1,5",13,"3,2",0,"4,5",0,"1,8","9,4","1,2",0,0,0,0,0,"0,5",0,0,"0,1",0,0,0,0,"0,5",0,0,63,7,52,20,5,15,39,0,230,1744,32,48,2,141,0,67,143,23,133,26,55,309,72,37,65,0,87,52,29,66,57,63,46,22,43,75,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,3,Oliven grün,Oliven schwarz,Gemüse,Gemüse,lexolino
144,Oliven schwarz,Oliven (schwarz),,366,1531,"2,2","36,2","4,7",0,"3,6",0,"5,6","25,9","3,1",0,0,0,0,0,"0,5",0,0,"0,1",0,0,0,0,"0,1",0,0,86,3648,38,15,3321,30,38,0,216,1728,30,48,4,159,0,108,231,41,230,41,28,480,108,60,109,0,154,76,48,96,84,106,83,32,74,114,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,3,Oliven schwarz,Oliven grün,Gemüse,Gemüse,lexolino
145,Olivenöl,Olivenöl,,884,3698,0,"94,7","0,2",0,0,0,"13,9",67,"9,3",0,0,"0,2",0,0,"11,7",0,0,0,0,0,0,0,0,0,0,1,105,0,0,1,1,0,0,64,109,0,0,5,59,0,0,0,26,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Olivenöl,"Rapsöl,Sesamöl,Sonnenblumenöl,Butter,Magarine",Fette & Speiseöle,Sonstiges,lexolino
146,Oregano,Oregano,,68,284,"2,4","1,9","9,9","8,1","2,5",0,"0,5","0,1","0,9",0,0,"0,1","45,5",0,"0,9","0,3","0,1","0,2","0,2",0,0,0,1,"0,2",0,316,35,340,54,3,40,16,0,191,7606,37,285,0,855,0,116,91,301,216,20,447,320,65,31,85,0,120,108,25,68,83,64,74,23,48,93,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Oregano,0,Gewürze & Kräuter,Gewürze & Kräuter,lexolino
147,Paprika gelb,Paprika (gelb),,28,115,"1,2","0,3","4,9","4,9","3,3",0,"0,1",0,"0,2",0,0,0,"135,2",0,"2,4",0,0,0,"0,3",0,0,0,"0,7","0,1",0,8,14,231,17,4,28,20,0,20,436,22,92,2,104,0,47,50,134,184,20,115,158,47,17,38,0,54,51,10,45,47,58,43,13,24,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,Paprika,"Paprika rot, Paprika grün",Gemüse,Gemüse,lexolino
148,Paprika rot,Paprika (rot),,37,155,"1,3","0,5","6,7","6,1","3,6",0,"0,1",0,"0,3",0,0,"0,3","131,6",0,"2,7",0,0,"0,1","0,5",0,0,0,"1,7","0,2",0,10,20,250,14,5,32,22,0,78,501,19,96,1,273,0,51,53,154,194,23,153,193,47,20,41,0,59,55,13,45,49,63,44,14,25,43,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,Paprika,"Paprika gelb, Paprika grün",Gemüse,Gemüse,lexolino
149,Paprikapulver,Paprikapulver,,289,1210,"14,8",13,"55,7",,"37,4",,,,,,,,,,,,"29,8",,,,,,,,,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Paprikapulver,0,Gewürze & Kräuter,Gewürze & Kräuter,https://www.yazio.com/de/kalorientabelle/paprika-paprikapulver.html
150,"Paprikapulver, rosenscharf","Paprikapulver, rosenscharf",,317,1326,"14,8",13,"34,9",,"20,9",,,,,,,,,,,,,,,,,,,,,,,,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Paprikapulver,0,Gewürze & Kräuter,Gewürze & Kräuter,http://gesuender-abnehmen.com/abnehmen/naehrwerte-kalorien-paprika-edelsuess.html
151,"Paprikapulver, edelsüß","Paprikapulver, edelsüß",,317,1326,"14,8",13,"34,9",,"20,9",,,,,,,,,,,,,,,,,,,,,,,,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Paprikapulver,0,Gewürze & Kräuter,Gewürze & Kräuter,http://gesuender-abnehmen.com/abnehmen/naehrwerte-kalorien-paprika-edelsuess.html
152,Paprikaschote,Paprikaschote,,20,83,"1,2","0,3","2,9","2,9","3,8",0,"0,1",0,"0,2",0,0,"0,2","133,4",0,"2,7",0,"0,1",0,"0,3",0,0,0,"0,3","0,2",0,11,19,166,13,3,31,19,0,72,758,21,108,2,176,0,51,41,154,156,20,167,170,42,19,41,0,59,54,11,45,47,49,41,12,22,39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Paprika,0,Gemüse,Gemüse,lexolino
153,Paprikaschote gegart,Paprikaschote gegart,,20,82,"1,1","0,3",3,"2,8","3,5",0,"0,1",0,"0,2",0,0,"0,2","83,3",0,"2,7",0,0,0,"0,2",0,0,0,"0,3","0,2",0,10,18,149,12,2,27,20,0,70,708,19,108,2,205,0,46,41,127,173,20,115,157,39,19,40,0,52,54,10,42,48,49,39,12,21,42,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Paprika,0,Gemüse,Gemüse,lexolino
154,Parmesan,Parmesan,,489,2046,"35,2","37,1",0,0,0,0,23,"10,8","1,3","0,1",0,"0,4",0,0,1,0,0,"0,5","0,1",0,0,0,"0,2","1,3",0,1152,1853,106,48,1104,705,245,0,214,546,158,43,40,3564,0,916,970,576,1863,170,2138,6916,466,1056,1929,0,3155,2110,713,1397,3731,1680,1324,458,1441,2198,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,3,Parmesan,0,Käse & Käsezubereitungen,Milchprodukte,lexolino
155,passierte Tomaten,passierte Tomaten,,25,110,"1,5",0,4,4,"1,5",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Tomate,0,Gemüse,Gemüse,
156,Pesto (rosso),Pesto (rosso),,432,1777,6,40,11,6,4,,8,,,,,,,,,,,,,,,,,,,,,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,3,Pesto (rosso),0,Gemüse,Gemüse,
157,Petersilie,Petersilie,,53,221,"4,2","0,4","7,9","4,7","4,1",0,"0,1",0,"0,2",0,0,"0,9","167,7",0,"3,5","0,8","0,1","0,3","0,2",0,0,0,"1,3","0,3",0,262,152,1090,45,32,120,192,0,484,5940,116,2592,15,819,0,325,182,116,508,19,91,398,214,93,222,0,299,286,26,222,395,175,182,69,117,270,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Petersilie,0,Gewürze & Kräuter,Gewürze & Kräuter,lexolino
158,Pfeffer,Pfeffer,,298,1249,"11,6","3,4","54,1","48,3","13,3",0,"0,9","0,9","1,1",0,0,0,0,0,0,0,"0,1","0,2","0,2",0,0,0,"1,2","0,5",0,421,64,1361,179,41,165,98,0,1175,11872,51,6240,5,1274,0,566,1150,219,1078,134,494,2424,637,223,458,0,915,431,140,352,589,318,395,121,322,588,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,Pfeffer,0,Gewürze & Kräuter,Gewürze & Kräuter,lexolino
159,Pfeffer schwarz,Pfeffer (schwarz),,281,1174,"11,1","3,3","50,4","50,4","13,8",0,"0,9","0,9",1,0,0,0,0,0,0,0,"0,1","0,2","0,2",0,0,0,"1,2","0,5",0,396,62,1373,200,43,172,108,0,1187,11984,48,6695,5,1302,0,572,1186,131,1157,139,242,2145,604,252,458,0,915,478,140,318,550,314,427,110,310,670,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,Pfeffer,0,Gewürze & Kräuter,Gewürze & Kräuter,lexolino
160,Pfeffer weiß,Pfeffer weiß,,343,1435,"10,8","2,1","68,8","53,2","3,9",0,"0,5","0,5","0,7",0,0,0,0,0,0,0,0,"0,1","0,2",0,0,0,"0,2","0,5",0,257,61,74,93,5,166,92,0,1040,15444,48,4815,5,1133,0,595,1062,149,985,115,360,2382,559,243,441,0,777,451,114,340,567,306,362,121,296,591,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Pfeffer,0,Gewürze & Kräuter,Gewürze & Kräuter,lexolino
161,Pfefferminz,Pfefferminz,,43,180,"3,9","0,7",5,4,"3,1",0,"0,1",0,"0,4",0,0,"0,1","28,5",0,"4,7","0,3","0,1","0,3",0,0,0,0,"1,1","0,2",0,218,34,268,32,15,71,85,0,119,8930,50,1330,4,1248,0,201,147,443,372,40,625,524,105,54,144,0,249,201,45,106,144,121,129,36,78,150,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,Pfefferminz,0,Gewürze & Kräuter,Gewürze & Kräuter,lexolino
162,Pilz,Pilz,,17,69,"2,9","0,2","0,6","0,1","1,9",0,"0,1",0,"0,1",0,0,0,5,0,"0,1",0,"0,1","0,5","0,1",0,0,0,"5,6",2,0,11,61,418,14,9,125,35,0,384,1079,33,93,18,572,0,141,190,444,130,16,676,198,67,59,120,0,124,168,26,73,165,75,82,22,66,90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Pilz,0,Gemüse,Gemüse,lexolino
163,Pinienkerne,Pinienkerne,,599,2506,"23,3","51,2","6,6",0,"6,8",0,"6,6","20,4","21,8",0,0,0,"1,9",0,"14,1",0,"0,8","0,2","0,1",0,0,0,"3,7","0,2",0,24,38,552,254,4,495,137,0,979,9108,46,4601,2,4420,0,1297,4308,5,1964,400,19,4000,1258,533,879,0,1714,864,396,906,1348,974,763,297,882,1224,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,3,Pinienkerne,Kürbiskern,Nüsse & Samen,Sonstiges,lexolino
164,Porree,Porree,,26,108,"2,2","0,4","3,3","2,1","2,3",0,"0,1",0,"0,2",0,0,"0,2","24,5",0,"0,5","0,2","0,1","0,1","0,3",0,0,0,"0,5","0,1",0,95,26,223,18,5,48,54,0,56,990,11,173,1,335,0,89,112,223,163,12,450,330,70,33,71,0,106,114,27,63,62,78,79,15,40,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,Porree,Lauch,Gemüse,Gemüse,lexolino
165,Porree gegart,Porree gegart,,23,98,"2,4","0,3","2,6","1,6","2,2",0,"0,1",0,"0,2",0,0,"0,2","11,8",0,"0,6","0,2",0,"0,1","0,2",0,0,0,"0,4","0,1",0,85,24,141,11,4,47,63,0,63,881,11,208,1,251,0,93,118,273,161,14,549,323,80,36,70,0,116,112,25,63,62,74,79,15,41,85,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,Porree,Lauch,Gemüse,Gemüse,lexolino
166,Pute,Porree gegart,,217,909,"18,7","15,1",0,0,0,0,"5,1","3,9","5,1","0,1",0,0,0,0,"0,5",0,"0,1","0,2","0,5",0,0,0,"10,6","1,1",0,23,112,300,26,59,240,210,0,94,1302,41,36,1,2000,0,1101,1337,29,1798,279,16,3337,969,655,975,0,1468,1649,493,758,964,882,934,216,771,1058,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Pute,"Hähnchen (Brust),Geflügel",Fleisch,Fleisch & Fisch,lexolino
167,Pute (Brust),Pute (Brust),,103,431,"22,9","1,1",0,0,0,0,"0,3","0,3","0,3","0,1",0,0,0,0,"0,8",0,0,"0,1","0,4",0,0,0,"12,2","0,6",0,14,109,340,18,48,214,216,0,133,920,42,29,1,1854,0,1223,1518,69,2061,300,118,3543,1157,752,1228,0,1898,2264,608,877,1161,906,1032,276,793,1111,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Pute,"Hähnchen (Brust),Geflügel",Fleisch,Fleisch & Fisch,lexolino
